time,PeaceRiver_-121.0_56.0,PeaceRiver_-120.75_56.0,Thompson-Nicola_-121.0_50.5,Thompson-Nicola_-120.5_50.25,Thompson-Nicola_-120.25_50.0,Fraser-FortGeorge_-122.25_53.5,Comox-Strathcona_-126.0_50.25,Thompson-Nicola_-120.25_50.0,Bulkley-Nechako_-124.75_54.0
2023-01-01 00:00:00,0.9165684697031974,0.9845390856266021,0.007112812995910644,0.009387553036212921,0.06994442835450172,0.17044872760772703,0.0290738520026207,0.06994442835450172,0.291146587729454
2023-01-01 01:00:00,0.9349847856163978,0.9944075816869735,0.004705132171511649,0.014840993583202362,0.07394348561763762,0.1913827359676361,0.022527052760124205,0.07394348561763762,0.32673065185546873
2023-01-01 02:00:00,0.9135405129194258,0.9918821763992309,0.005393502190709114,0.005146043226122856,0.0426646375656128,0.24837797254323954,0.012279106378555296,0.0426646375656128,0.3174025726318359
2023-01-01 03:00:00,0.8543226078152656,0.9732167875766753,0.01158013880252838,0.018270026147365573,0.11143128871917723,0.24578780025243757,0.04107633024454117,0.11143128871917723,0.19083688557147976
2023-01-01 04:00:00,0.9017849370837211,0.9875508344173431,0.005381837487220764,0.008650721907615662,0.1206706467270851,0.3469821166992187,0.03461120426654816,0.1206706467270851,0.24844567179679866
2023-01-01 05:00:00,0.9528213715553283,1.0,0.005935195460915565,0.0023435669392347334,0.055620039701461794,0.4213137817382812,0.0234068164229393,0.055620039701461794,0.262197593152523
2023-01-01 06:00:00,0.9531200203299521,1.0,0.028874647021293644,0.005232864469289779,0.030250802636146552,0.40557731628417965,0.04406908288598061,0.030250802636146552,0.1797614964842796
2023-01-01 07:00:00,0.9714506727457045,1.0,0.08060150370001792,0.0363018149137497,0.024373473525047304,0.39788810729980467,0.05708061248064042,0.024373473525047304,0.1391397678852081
2023-01-01 08:00:00,0.9119348126649856,1.0,0.10272406682372093,0.09827742844820023,0.03526737332344056,0.490814254283905,0.08188049390912056,0.03526737332344056,0.12761144429445265
2023-01-01 09:00:00,0.9116745257377624,0.9975905948877335,0.0922392103075981,0.15030393600463865,0.10152177959680557,0.5492644166946411,0.08189264684915543,0.10152177959680557,0.11952506154775619
2023-01-01 10:00:00,0.9591511958837509,1.0,0.0937424749135971,0.1424351319670677,0.19059783875942227,0.5519262409210204,0.07932817727327346,0.19059783875942227,0.08392403781414032
2023-01-01 11:00:00,0.9462834849953651,1.0,0.12987538158893583,0.13327653408050535,0.15681055605411529,0.515925452709198,0.16670567154884336,0.15681055605411529,0.041691688597202306
2023-01-01 12:00:00,0.8940192323923111,0.9917461740970611,0.15312176197767255,0.13713370770215988,0.06313328891992569,0.6225611424446105,0.2857358241081237,0.06313328891992569,0.017955631613731385
2023-01-01 13:00:00,0.8650899776816368,0.9848211520910263,0.0666728113591671,0.05951336354017258,0.032927913963794714,0.4262958526611328,0.18620140165090562,0.032927913963794714,0.004031081274151802
