REGION,FUEL,TIMESLICE,YEAR,VALUE
Simplicity2,ELECTRICITY,315,2010,0.000106433
Simplicity2,ELECTRICITY,316,2010,0.000104529
Simplicity2,ELECTRICITY,317,2010,9.64557E-05
Simplicity2,ELECTRICITY,318,2010,9.7237E-05
Simplicity2,ELECTRICITY,319,2010,0.000101241
Simplicity2,ELECTRICITY,320,2010,0.000116525
Simplicity2,ELECTRICITY,321,2010,0.000121571
Simplicity2,ELECTRICITY,322,2010,0.000118592
Simplicity2,ELECTRICITY,323,2010,0.000113416
Simplicity2,ELECTRICITY,324,2010,0.000115125
Simplicity2,ELECTRICITY,325,2010,0.000118413
Simplicity2,ELECTRICITY,326,2010,0.000120968
Simplicity2,ELECTRICITY,327,2010,0.000121115
Simplicity2,ELECTRICITY,328,2010,0.000123019
Simplicity2,ELECTRICITY,329,2010,0.000125428
Simplicity2,ELECTRICITY,330,2010,0.000121912
Simplicity2,ELECTRICITY,331,2010,0.000118511
Simplicity2,ELECTRICITY,332,2010,0.000118625
Simplicity2,ELECTRICITY,333,2010,0.000123036
Simplicity2,ELECTRICITY,334,2010,0.000124663
Simplicity2,ELECTRICITY,335,2010,0.000112114
Simplicity2,ELECTRICITY,336,2010,0.000105864
Simplicity2,ELECTRICITY,337,2010,9.88647E-05
Simplicity2,ELECTRICITY,338,2010,9.88159E-05
Simplicity2,ELECTRICITY,339,2010,9.73672E-05
Simplicity2,ELECTRICITY,340,2010,9.41607E-05
Simplicity2,ELECTRICITY,341,2010,9.2061E-05
Simplicity2,ELECTRICITY,342,2010,8.76338E-05
Simplicity2,ELECTRICITY,343,2010,9.23214E-05
Simplicity2,ELECTRICITY,344,2010,0.000106271
Simplicity2,ELECTRICITY,345,2010,0.000112977
Simplicity2,ELECTRICITY,346,2010,0.000115711
Simplicity2,ELECTRICITY,347,2010,0.000114214
Simplicity2,ELECTRICITY,348,2010,0.000113335
Simplicity2,ELECTRICITY,349,2010,0.000113611
Simplicity2,ELECTRICITY,350,2010,0.000111316
Simplicity2,ELECTRICITY,351,2010,0.000110112
Simplicity2,ELECTRICITY,352,2010,0.000107003
Simplicity2,ELECTRICITY,353,2010,0.000111642
Simplicity2,ELECTRICITY,354,2010,0.000111088
Simplicity2,ELECTRICITY,355,2010,0.000113432
Simplicity2,ELECTRICITY,356,2010,0.000113383
Simplicity2,ELECTRICITY,357,2010,0.000111626
Simplicity2,ELECTRICITY,358,2010,0.000109965
Simplicity2,ELECTRICITY,359,2010,0.000103976
Simplicity2,ELECTRICITY,360,2010,0.000109021
Simplicity2,ELECTRICITY,361,2010,0.00010391
Simplicity2,ELECTRICITY,362,2010,0.000104968
Simplicity2,ELECTRICITY,363,2010,0.000102755
Simplicity2,ELECTRICITY,364,2010,0.00010142
Simplicity2,ELECTRICITY,365,2010,9.99389E-05
Simplicity2,ELECTRICITY,366,2010,0.000100541
Simplicity2,ELECTRICITY,367,2010,9.30376E-05
Simplicity2,ELECTRICITY,368,2010,9.48118E-05
Simplicity2,ELECTRICITY,369,2010,0.000100037
Simplicity2,ELECTRICITY,370,2010,0.000104594
Simplicity2,ELECTRICITY,371,2010,0.000104529
Simplicity2,ELECTRICITY,372,2010,0.000106026
Simplicity2,ELECTRICITY,373,2010,0.000103048
Simplicity2,ELECTRICITY,374,2010,0.000100785
Simplicity2,ELECTRICITY,375,2010,9.89786E-05
Simplicity2,ELECTRICITY,376,2010,9.93855E-05
Simplicity2,ELECTRICITY,377,2010,0.000108273
Simplicity2,ELECTRICITY,378,2010,0.000115076
Simplicity2,ELECTRICITY,379,2010,0.000111756
Simplicity2,ELECTRICITY,380,2010,0.000106222
Simplicity2,ELECTRICITY,381,2010,0.000104529
Simplicity2,ELECTRICITY,382,2010,0.000101876
Simplicity2,ELECTRICITY,383,2010,0.000101664
Simplicity2,ELECTRICITY,384,2010,9.90763E-05
Simplicity2,ELECTRICITY,385,2010,0.000101095
Simplicity2,ELECTRICITY,386,2010,0.000104789
Simplicity2,ELECTRICITY,387,2010,0.000104041
Simplicity2,ELECTRICITY,388,2010,0.000102136
Simplicity2,ELECTRICITY,389,2010,0.000101583
Simplicity2,ELECTRICITY,390,2010,9.87182E-05
Simplicity2,ELECTRICITY,391,2010,0.000101095
Simplicity2,ELECTRICITY,392,2010,0.000104806
Simplicity2,ELECTRICITY,393,2010,0.000108321
Simplicity2,ELECTRICITY,394,2010,0.000112358
Simplicity2,ELECTRICITY,395,2010,0.000108875
Simplicity2,ELECTRICITY,396,2010,0.000109965
Simplicity2,ELECTRICITY,397,2010,0.000105034
Simplicity2,ELECTRICITY,398,2010,0.000109168
Simplicity2,ELECTRICITY,399,2010,0.000107573
Simplicity2,ELECTRICITY,400,2010,0.000103683
Simplicity2,ELECTRICITY,401,2010,0.000109021
Simplicity2,ELECTRICITY,402,2010,0.000115076
Simplicity2,ELECTRICITY,403,2010,0.000110535
Simplicity2,ELECTRICITY,404,2010,0.000108989
Simplicity2,ELECTRICITY,405,2010,0.00010824
Simplicity2,ELECTRICITY,406,2010,0.000101322
Simplicity2,ELECTRICITY,407,2010,0.000101697
Simplicity2,ELECTRICITY,408,2010,0.00010575
Simplicity2,ELECTRICITY,409,2010,0.000104024
Simplicity2,ELECTRICITY,410,2010,0.000107719
Simplicity2,ELECTRICITY,411,2010,0.000108842
Simplicity2,ELECTRICITY,412,2010,0.000113009
Simplicity2,ELECTRICITY,413,2010,0.000104187
Simplicity2,ELECTRICITY,414,2010,0.000103471
Simplicity2,ELECTRICITY,415,2010,0.000104806
Simplicity2,ELECTRICITY,416,2010,0.000120871
Simplicity2,ELECTRICITY,417,2010,0.000118755
Simplicity2,ELECTRICITY,418,2010,0.0001148
Simplicity2,ELECTRICITY,419,2010,0.000111658
Simplicity2,ELECTRICITY,420,2010,0.000105213
Simplicity2,ELECTRICITY,421,2010,0.000100916
Simplicity2,ELECTRICITY,422,2010,9.75463E-05
Simplicity2,ELECTRICITY,423,2010,9.48606E-05
Simplicity2,ELECTRICITY,424,2010,9.23866E-05
Simplicity2,ELECTRICITY,425,2010,0.000103211
Simplicity2,ELECTRICITY,426,2010,0.000114979
Simplicity2,ELECTRICITY,427,2010,0.00011283
Simplicity2,ELECTRICITY,428,2010,0.000111414
Simplicity2,ELECTRICITY,429,2010,0.000115076
Simplicity2,ELECTRICITY,430,2010,0.000110551
Simplicity2,ELECTRICITY,431,2010,0.000102966
Simplicity2,ELECTRICITY,432,2010,0.000109265
Simplicity2,ELECTRICITY,433,2010,0.000106368
Simplicity2,ELECTRICITY,434,2010,0.000104757
Simplicity2,ELECTRICITY,435,2010,0.000108777
Simplicity2,ELECTRICITY,436,2010,0.000107003
Simplicity2,ELECTRICITY,437,2010,9.96134E-05
Simplicity2,ELECTRICITY,438,2010,9.63092E-05
Simplicity2,ELECTRICITY,439,2010,9.81485E-05
Simplicity2,ELECTRICITY,440,2010,0.000113204
Simplicity2,ELECTRICITY,441,2010,0.000112505
Simplicity2,ELECTRICITY,442,2010,0.000106775
Simplicity2,ELECTRICITY,443,2010,0.000105554
Simplicity2,ELECTRICITY,444,2010,0.000104529
Simplicity2,ELECTRICITY,445,2010,0.000106352
Simplicity2,ELECTRICITY,446,2010,0.000100053
Simplicity2,ELECTRICITY,447,2010,0.000100297
Simplicity2,ELECTRICITY,448,2010,0.000103764
Simplicity2,ELECTRICITY,449,2010,0.00010964
Simplicity2,ELECTRICITY,450,2010,0.000117632
Simplicity2,ELECTRICITY,451,2010,0.000111186
Simplicity2,ELECTRICITY,452,2010,0.000111186
Simplicity2,ELECTRICITY,453,2010,0.000112456
Simplicity2,ELECTRICITY,454,2010,0.000112553
Simplicity2,ELECTRICITY,455,2010,0.000101111
Simplicity2,ELECTRICITY,456,2010,0.000104431
Simplicity2,ELECTRICITY,457,2010,0.00010614
Simplicity2,ELECTRICITY,458,2010,0.000104643
Simplicity2,ELECTRICITY,459,2010,0.000103194
Simplicity2,ELECTRICITY,460,2010,0.000101762
Simplicity2,ELECTRICITY,461,2010,9.45514E-05
Simplicity2,ELECTRICITY,462,2010,9.2533E-05
Simplicity2,ELECTRICITY,463,2010,9.79369E-05
Simplicity2,ELECTRICITY,464,2010,0.000110389
Simplicity2,ELECTRICITY,465,2010,0.00011366
Simplicity2,ELECTRICITY,466,2010,0.000113579
Simplicity2,ELECTRICITY,467,2010,0.000113123
Simplicity2,ELECTRICITY,468,2010,0.000108468
Simplicity2,ELECTRICITY,469,2010,0.000105327
Simplicity2,ELECTRICITY,470,2010,0.000101713
Simplicity2,ELECTRICITY,471,2010,0.000104952
Simplicity2,ELECTRICITY,472,2010,0.00010448
Simplicity2,ELECTRICITY,473,2010,0.000108435
Simplicity2,ELECTRICITY,474,2010,0.000113823
Simplicity2,ELECTRICITY,475,2010,0.000116232
Simplicity2,ELECTRICITY,476,2010,0.000110535
Simplicity2,ELECTRICITY,477,2010,0.000114914
Simplicity2,ELECTRICITY,478,2010,0.000112993
Simplicity2,ELECTRICITY,479,2010,0.000104968
Simplicity2,ELECTRICITY,480,2010,0.000104675
Simplicity2,ELECTRICITY,481,2010,9.91088E-05
Simplicity2,ELECTRICITY,482,2010,9.78718E-05
Simplicity2,ELECTRICITY,483,2010,9.48769E-05
Simplicity2,ELECTRICITY,484,2010,9.45188E-05
Simplicity2,ELECTRICITY,485,2010,9.40631E-05
Simplicity2,ELECTRICITY,486,2010,9.33306E-05
Simplicity2,ELECTRICITY,487,2010,9.71556E-05
Simplicity2,ELECTRICITY,488,2010,0.000109754
Simplicity2,ELECTRICITY,489,2010,0.000106466
Simplicity2,ELECTRICITY,490,2010,0.000105473
Simplicity2,ELECTRICITY,491,2010,0.000104155
Simplicity2,ELECTRICITY,492,2010,0.000103878
Simplicity2,ELECTRICITY,493,2010,0.000104187
Simplicity2,ELECTRICITY,494,2010,0.000100151
Simplicity2,ELECTRICITY,495,2010,9.86043E-05
Simplicity2,ELECTRICITY,496,2010,9.87507E-05
Simplicity2,ELECTRICITY,497,2010,0.000106905
Simplicity2,ELECTRICITY,498,2010,0.000112374
Simplicity2,ELECTRICITY,499,2010,0.000113025
Simplicity2,ELECTRICITY,500,2010,0.000110079
Simplicity2,ELECTRICITY,501,2010,0.000109477
Simplicity2,ELECTRICITY,502,2010,0.000103764
Simplicity2,ELECTRICITY,503,2010,9.81322E-05
Simplicity2,ELECTRICITY,504,2010,0.000104122
Simplicity2,ELECTRICITY,505,2010,0.000106661
Simplicity2,ELECTRICITY,506,2010,0.000107377
Simplicity2,ELECTRICITY,507,2010,0.000106547
Simplicity2,ELECTRICITY,508,2010,0.000104773
